id,doi,title,authors,journal,abstract,keywords,publication_date,url,pdf_url,download_path,original_url,pdf_md5,created_at,updated_at
454,10.1038/s41598-022-25390-0,"Synthesis and in vitro antibacterial, antifungal, anti-proliferative activities of novel adamantane-containing thiazole compounds","Eman T. Warda, Mahmoud B. El-Ashmawy, El-Sayed E. Habib, Mohammed S. M. Abdelbaky, Santiago Garcia-Granda, Subbiah Thamotharan, Ali A. El-Emam","Scientific Reports","A series of (Z)-N-(adamantan-1-yl)-3,4-diarylthiazol-2(3H)-imines (5a-r) was synthesized via condensation of 1-(adamantan-1-yl)-3-arylthioureas (3a-c) with various aryl bromomethyl ketones (4a-f). The structures of the synthesized compounds were characterized by 1H NMR, 13C NMR and by X-ray crystallography. The in vitro inhibitory activities of the synthesized compounds were assessed against a panel of Gram-positive and Gram-negative bacteria, and pathogenic fungi. Compounds 5c, 5g, 5l, 5m, and 5q displayed potent broad-spectrum antibacterial activity, while compounds 5a and 5o showed activity against the tested Gram-positive bacteria. Compounds 5b, 5l and 5q displayed potent antifungal activity against Candida albicans. In addition, the synthesized compounds were evaluated for anti-proliferative activity towards five human tumor cell lines. The optimal anti-proliferative activity was attained by compounds 5e and 5k which showed potent inhibitory activity against all the tested cell lines. Molecular docking analysis reveals that compounds 5e and 5k can occupy the positions of NAD cofactor and the histone deacetylase inhibitor EX527 at the active site of SIRT1 enzyme.","Cancer, Chemistry, Computational biology and bioinformatics, Drug discovery, Microbiology",2022-12-06,https://nature.f.33tsg.xyz/articles/s41598-022-25390-0,https://nature.f.33tsg.xyz/articles/s41598-022-25390-0.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Synthesis and in vitro antibacterial, antifungal, anti-proliferative activities of novel adamantane-containing thiazole compounds.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
455,10.1038/s41598-018-31937-x,"Proline provides site-specific flexibility for in vivo collagen","Wing Ying Chow, Chris J. Forman, Dominique Bihan, Anna M. Puszkarska, Rakesh Rajan, David G. Reid, David A. Slatter, Lucy J. Colwell, David J. Wales, Richard W. Farndale, Melinda J. Duer","Scientific Reports","Fibrillar collagens have mechanical and biological roles, providing tissues with both tensile strength and cell binding sites which allow molecular interactions with cell-surface receptors such as integrins. A key question is: how do collagens allow tissue flexibility whilst maintaining well-defined ligand binding sites? Here we show that proline residues in collagen glycine-proline-hydroxyproline (Gly-Pro-Hyp) triplets provide local conformational flexibility, which in turn confers well-defined, low energy molecular compression-extension and bending, by employing two-dimensional 13C-13C correlation NMR spectroscopy on 13C-labelled intact ex vivo bone and in vitro osteoblast extracellular matrix. We also find that the positions of Gly-Pro-Hyp triplets are highly conserved between animal species, and are spatially clustered in the currently-accepted model of molecular ordering in collagen type I fibrils. We propose that the Gly-Pro-Hyp triplets in fibrillar collagens provide fibril “expansion joints” to maintain molecular ordering within the fibril, thereby preserving the structural integrity of ligand binding sites.","13Cγ Chemical Shifts, Proline Ring, Collagen Model Peptides, Collagen Triple Helix, Backbone Dihedrals, Biomaterials – proteins, Solid-state NMR",2018-09-14,https://nature.f.33tsg.xyz/articles/s41598-018-31937-x,https://nature.f.33tsg.xyz/articles/s41598-018-31937-x.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Proline provides site-specific flexibility for in vivo collagen.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
456,10.1038/s41598-024-77606-0,"A green approach for dyeing cotton fabrics using synthesized reactive disperse dyes and their mixtures under supercritical CO2 medium","Hanan Elsisi, Shahinaz Abouelenin, Tarek Abou Elmaaty, Elham Negm","Scientific Reports","Dyeing natural fabrics using supercritical carbon dioxide is challenging, especially without essential color hues. This work demonstrated that two newly developed reactive disperse dyes with distinct colors and shades were generated, one of which featured from the anthraquinone family and the other yellow, containing a pyrazole moiety. These new dyes and their combinations were used to dye cotton fabric using supercritical carbon dioxide and the highest K/S values were achieved at 8.73 for the mixture of (blue dye: yellow dye 80:20), however the lowest K/S was observed at 7.71 for (blue dye: yellow dye 20:80). The new dyes’ chemical compositions were identified using elemental and spectroscopic analyses. The effectiveness of these dyes and their mixtures for cotton dyeing was discussed. The dyed samples were tested for color fastness, and the results indicated that they had excellent color retention and were highly durable in washing. The increasing patterns in both dyeing rate and build-up curves show good compatibility. Furthermore, desirable shades of green can be achieved by mixing blue and yellow dyes at various ratios in supercritical CO2. The compatibility test involves calculating color difference index values for dyed cotton fabrics by utilizing various ratios of a binary mixture of dyes. Furthermore, the dyes under study and dyed samples displayed superior antibacterial properties against gram-positive and gram-negative bacteria compared to certain antibiotics used as a control. These results aligned with the quality and eco-friendly standards required by the industry without the use of water.","Chemistry, Materials science",2024-11-06,https://nature.f.33tsg.xyz/articles/s41598-024-77606-0,https://nature.f.33tsg.xyz/articles/s41598-024-77606-0.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/A green approach for dyeing cotton fabrics using synthesized reactive disperse dyes and their mixtures under supercritical CO2 medium.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
457,10.1038/s41570-021-00339-5,"De novo metalloprotein design","Matthew J. Chalkley, Samuel I. Mann, William F. DeGrado","Nature Reviews Chemistry","Natural metalloproteins perform many functions — ranging from sensing to electron transfer and catalysis — in which the position and property of each ligand and metal are dictated by protein structure. De novo protein design aims to define an amino acid sequence that encodes a specific structure and function, providing a critical test of the hypothetical inner workings of (metallo)proteins. To date, de novo metalloproteins have used simple, symmetric tertiary structures — uncomplicated by the large size and evolutionary marks of natural proteins — to interrogate structure–function hypotheses. In this Review, we discuss de novo design applications, such as proteins that induce complex, increasingly asymmetric ligand geometries to achieve function, as well as the use of more canonical ligand geometries to achieve stability. De novo design has been used to explore how proteins fine-tune redox potentials and catalyse both oxidative and hydrolytic reactions. With an increased understanding of structure–function relationships, functional proteins including O2-dependent oxidases, fast hydrolases and multi-proton/multielectron reductases have been created. In addition, proteins can now be designed using xenobiological metals or cofactors and principles from inorganic chemistry to derive new-to-nature functions. These results and the advances in computational protein design suggest a bright future for the de novo design of diverse, functional metalloproteins.","Biophysics, Metalloproteins, Protein design",2021-12-06,https://nature.f.33tsg.xyz/articles/s41570-021-00339-5,https://nature.f.33tsg.xyz/articles/s41570-021-00339-5.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/De novo metalloprotein design.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
458,10.1038/s41427-019-0109-y,"Additive manufacturing of self-healing elastomers","Kunhao Yu, An Xin, Haixu Du, Ying Li, Qiming Wang","NPG Asia Materials","Nature excels in both self-healing and 3D shaping; for example, self-healable human organs feature functional geometries and microstructures. However, tailoring man-made self-healing materials into complex structures faces substantial challenges. Here, we report a paradigm of photopolymerization-based additive manufacturing of self-healable elastomer structures with free-form architectures. The paradigm relies on a molecularly designed photoelastomer ink with both thiol and disulfide groups, where the former facilitates a thiol-ene photopolymerization during the additive manufacturing process and the latter enables a disulfide metathesis reaction during the self-healing process. We find that the competition between the thiol and disulfide groups governs the photocuring rate and self-healing efficiency of the photoelastomer. The self-healing behavior of the photoelastomer is understood with a theoretical model that agrees well with the experimental results. With projection microstereolithography systems, we demonstrate rapid additive manufacturing of single- and multimaterial self-healable structures for 3D soft actuators, multiphase composites, and architected electronics. Compatible with various photopolymerization-based additive manufacturing systems, the photoelastomer is expected to open promising avenues for fabricating structures where free-form architectures and efficient self-healing are both desirable.","Polymerization mechanisms, Polymers",2019-02-01,https://nature.f.33tsg.xyz/articles/s41427-019-0109-y,https://nature.f.33tsg.xyz/articles/s41427-019-0109-y.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Additive manufacturing of self-healing elastomers.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
459,10.1038/s41428-024-00893-x,"Three representative types of WAXD/SAXS patterns to establish the bimodal structure concept of stacked lamellae in isotactic polypropylene spherulites","Kohji Tashiro, Hiroko Yamamoto, Ken-ichi Funaki, Hiroyasu Masunaga, Yuichi Miyake","Polymer Journal","Two types of lamellar stacking model were proposed for the inner structure of the melt-grown spherulites of isotactic polypropylene (iPP): the edge-on structure (flat lamellar planes stand on the spherulite plane, and a*-axis // growth direction of spherulite, b-axis ┴ spherulite plane, and c-axis // spherulite plane) and the flat-on structure (flat lamellar planes lay on the spherulite plane, a*-axis // growth direction, b-axis // spherulite plane, and c-axis ┴ spherulite plane). After a literature review was performed, the observed X-ray scattering data were not high quality and could not be used to establish these bimodal structures; moreover, the X-ray data analyses were not performed satisfactorily. As a result, the derivations of actual structures were still debatable. We performed simultaneous time-resolved WAXD/SAXS measurements using a synchrotron X-ray microbeam technique. The collected data were classified into three sets of completely different WAXD/SAXS patterns. Detailed quantitative analysis enabled the determination of the spatial orientations of the stacked lamellae and related crystallographic axes. Although the bimodal structure of iPP spherulites was considered to be a well-known and already-established concept for long years, the bimodal structure was successfully confirmed for the first time in the present study, making the concrete discussions on the growth mechanism of the iPP spherulites possible.","Physical chemistry, Polymers",2024-03-14,https://nature.f.33tsg.xyz/articles/s41428-024-00893-x,https://nature.f.33tsg.xyz/articles/s41428-024-00893-x.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Three representative types of WAXD_SAXS patterns to establish the bimodal structure concept of stacked lamellae in isotactic polypropylene spherulites.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
460,10.1038/s44160-022-00025-4,"The role of organic ligand shell structures in colloidal nanocrystal synthesis","Jason J. Calvin, Amanda S. Brewer, A. Paul Alivisatos","Nature Synthesis","Organic ligands are essential in the growth of monodisperse colloidal inorganic nanocrystals and can be leveraged to create a wide variety of shapes and sizes. Inorganic nanocrystals coated with surfactant-like organic molecules have a vast range of properties that arise from the combination of the individual components. In this Review, we discuss the role that the tails of the organic ligands play in the synthesis and properties of colloidal nanocrystals, particularly the collective effects of the organic ligands on the surface. Ligand–ligand interactions influence the thermodynamic and kinetic properties of the nanocrystals, as well as alter their colloidal stability. These interactions should inform the conceptualization of new nanocrystal syntheses as they influence the surface energy of the colloid, and these interactions should play a role in subsequent assembly strategies to prepare nanocrystal superlattices, which are driven by interparticle interactions.","Nanoparticles, Quantum dots, Thermodynamics",2022-02-10,https://nature.f.33tsg.xyz/articles/s44160-022-00025-4,https://nature.f.33tsg.xyz/articles/s44160-022-00025-4.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/The role of organic ligand shell structures in colloidal nanocrystal synthesis.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
461,10.1038/s42004-024-01100-x,"From structural polymorphism to structural metamorphosis of the coat protein of flexuous filamentous potato virus Y","Luka Kavčič, Andreja Kežar, Neža Koritnik, Magda Tušek Žnidarič, Tajda Klobučar, Žiga Vičič, Franci Merzel, Ellie Holden, Justin L. P. Benesch, Marjetka Podobnik","Communications Chemistry","The structural diversity and tunability of the capsid proteins (CPs) of various icosahedral and rod-shaped viruses have been well studied and exploited in the development of smart hybrid nanoparticles. However, the potential of CPs of the wide-spread flexuous filamentous plant viruses remains to be explored. Here, we show that we can control the shape, size, RNA encapsidation ability, symmetry, stability and surface functionalization of nanoparticles through structure-based design of CP from potato virus Y (PVY). We provide high-resolution insight into CP-based self-assemblies, ranging from large polymorphic or monomorphic filaments to smaller annular, cubic or spherical particles. Furthermore, we show that we can prevent CP self-assembly in bacteria by fusion with a cleavable protein, enabling controlled nanoparticle formation in vitro. Understanding the remarkable structural diversity of PVY CP not only provides possibilities for the production of biodegradable nanoparticles, but may also advance future studies of CP’s polymorphism in a biological context.","Cryoelectron microscopy, Nanoparticles, Synthetic biology, Viral proteins",2024-01-17,https://nature.f.33tsg.xyz/articles/s42004-024-01100-x,https://nature.f.33tsg.xyz/articles/s42004-024-01100-x.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/From structural polymorphism to structural metamorphosis of the coat protein of flexuous filamentous potato virus Y.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
462,10.1038/nchem.2159,"Porphyrins at interfaces","Willi Auwärter, David Écija, Florian Klappenberger, Johannes V. Barth","Nature Chemistry","Nature Chemistry
 7, 
105–120 (2015)Cite this article","Electronic properties and materials, Surface assembly",2015-01-23,https://nature.f.33tsg.xyz/articles/nchem.2159,https://nature.f.33tsg.xyz/articles/nchem.2159.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Porphyrins at interfaces.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
463,10.1038/natrevmats20162,"Chemical principles of single-molecule electronics","Timothy A. Su, Madhav Neupane, Michael L. Steigerwald, Latha Venkataraman, Colin Nuckolls","Nature Reviews Materials","The field of single-molecule electronics harnesses expertise from engineering, physics and chemistry to realize circuit elements at the limit of miniaturization; it is a subfield of nanoelectronics in which the electronic components are single molecules. In this Review, we survey the field from a chemical perspective and discuss the structure–property relationships of the three components that form a single-molecule junction: the anchor, the electrode and the molecular bridge. The spatial orientation and electronic coupling between each component profoundly affect the conductance properties and functions of the single-molecule device. We describe the design principles of the anchor group, the influence of the electronic configuration of the electrode and the effect of manipulating the structure of the molecular backbone and of its substituent groups. We discuss single-molecule conductance switches as well as the phenomenon of quantum interference and then trace their fundamental roots back to chemical principles.","Electronic materials, Molecular electronics, Organic molecules in materials science",2016-02-23,https://nature.f.33tsg.xyz/articles/natrevmats20162,https://nature.f.33tsg.xyz/articles/natrevmats20162.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Chemical principles of single-molecule electronics.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
464,10.1038/s43586-020-00005-y,"Chemical vapour deposition","Luzhao Sun, Guowen Yuan, Libo Gao, Jieun Yang, Manish Chhowalla, Meysam Heydari Gharahcheshmeh, Karen K. Gleason, Yong Seok Choi, Byung Hee Hong, Zhongfan Liu","Nature Reviews Methods Primers","Chemical vapour deposition (CVD) is a powerful technology for producing high-quality solid thin films and coatings. Although widely used in modern industries, it is continuously being developed as it is adapted to new materials. Today, CVD synthesis is being pushed to new heights with the precise manufacturing of both inorganic thin films of 2D materials and high-purity polymeric thin films that can be conformally deposited on various substrates. In this Primer, an overview of the CVD technique, including instrument construction, process control, material characterization and reproducibility issues, is provided. By taking graphene, 2D transition metal dichalcogenides (TMDs) and polymeric thin films as typical examples, the best practices for experimentation involving substrate pretreatment, high-temperature growth and post-growth processes are presented. Recent advances and scaling-up challenges are also highlighted. By analysing current limitations and optimizations, we also provide insight into possible future directions for the method, including reactor design for high-throughput and low-temperature growth of thin films.","Design, synthesis and processing, Synthesis of graphene",2021-01-14,https://nature.f.33tsg.xyz/articles/s43586-020-00005-y,https://nature.f.33tsg.xyz/articles/s43586-020-00005-y.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Chemical vapour deposition.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
465,10.1038/s41598-017-06030-4,"Exploring the binding sites and proton diffusion on insulin amyloid fibril surfaces by naphthol-based photoacid fluorescence and molecular simulations","Nadav Amdursky, M. Harunur Rashid, Molly M. Stevens, Irene Yarovsky","Scientific Reports","The diffusion of protons along biological surfaces and the interaction of biological structures with water are fundamental areas of interest in biology and chemistry. Here, we examine the surface of insulin amyloid fibrils and follow the binding of small molecules (photoacids) that differ according to the number and location of their sulfonic groups. We use transient fluorescence combined with a spherically-symmetric diffusion theory to show that the binding mode of different photoacids determines the efficiency of proton dissociation from the photoacid and the dimensionality of the proton’s diffusion. We use molecular dynamics simulations to examine the binding mode and mechanism of the photoacids and its influence on the unique kinetic rates and diffusion properties of the photoacid’s dissociated proton, where we also suggest a proton transfer process between one of the photoacids to proximal histidine residues. We show that the photoacids can be used as fluorescent markers for following the progression of amyloidogenic processes. The detailed characterisation of different binding modes to the surface of amyloid fibrils paves the way for better understanding of the binding mechanism of small molecules to amyloid fibrils.","Biophysical chemistry, Fluorescence spectroscopy, Protein structure predictions",2017-07-24,https://nature.f.33tsg.xyz/articles/s41598-017-06030-4,https://nature.f.33tsg.xyz/articles/s41598-017-06030-4.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Exploring the binding sites and proton diffusion on insulin amyloid fibril surfaces by naphthol-based photoacid fluorescence and molecular simulations.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
466,10.1038/s41598-018-35352-0,"A 5′-BODIPY End-label for Monitoring DNA Duplex-Quadruplex Exchange","Prashant S. Deore, Dmitriy V. Soldatov, Richard A. Manderville","Scientific Reports","Fluorescent probes that can distinguish different DNA topologies through changes in optical readout are sought after for DNA-based diagnostics. In this work, the 4,4-difluoro-4-bora-3a, 4a-diaza-s-indacene (BODIPY) chromophore attached to cyanophenyl substituents (BODIPY-CN) has been tethered to the 5′-end of the 15-mer thrombin binding aptamer (TBA) that contains the guanine (G) nucleobase. TBA folds into a unimolecular antiparallel G-quadruplex (GQ) upon binding thrombin and certain metal ions. The 5′-BODIPY-CN-TBA sample possesses a Stokes shift of ~40 nm with wavelengths of excitation/emission at 550/590 nm and exhibits a 2-fold increase in emission intensity compared to the free BODIPY-CN in aqueous buffer that possesses a brightness (εΦfl) of ~16,956 M−1. cm−1. However, when 5′-BODIPY-CN-TBA is base-paired to a complementary strand in the B-form duplex, the emission of the BODIPY-CN end-label increases 7-fold, 14-fold compared to the free-dye. This signal-on response enables the BODIPY-CN end-label to serve as a quencher-free fluorescent probe for monitoring duplex-GQ exchange. The visible end-label minimally perturbs GQ stability and thrombin binding affinity, and the modified TBA can act as a combinatorial logic circuit having INHIBIT logic functions. These attributes make BODIPY-CN a highly useful end-label for creating nanomolecular devices derived from G-rich oligonucleotides.","Thrombin-binding Aptamer (TBA), Fluorescent Base Analogues (FBAs), BODIPY Core, Duplex Samples, Boron Trifluoride Diethyl Ether, Chemical modification, DNA",2018-11-15,https://nature.f.33tsg.xyz/articles/s41598-018-35352-0,https://nature.f.33tsg.xyz/articles/s41598-018-35352-0.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/A 5′-BODIPY End-label for Monitoring DNA Duplex-Quadruplex Exchange.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
467,10.1038/nature20102,"Intrinsically stretchable and healable semiconducting polymer for organic transistors","Jin Young Oh, Simon Rondeau-Gagné, Yu-Cheng Chiu, Alex Chortos, Franziska Lissel, Ging-Ji Nathan Wang, Bob C. Schroeder, Tadanori Kurosawa, Jeffrey Lopez, Toru Katsumata, Jie Xu, Chenxin Zhu, Xiaodan Gu, Won-Gyu Bae, Yeongin Kim, Lihua Jin, Jong Won Chung, Jeffrey B.-H. Tok, Zhenan Bao",Nature,"Thin-film field-effect transistors are essential elements of stretchable electronic devices for wearable electronics1,2. All of the materials and components of such transistors need to be stretchable and mechanically robust3,4. Although there has been recent progress towards stretchable conductors5,6,7,8, the realization of stretchable semiconductors has focused mainly on strain-accommodating engineering of materials, or blending of nanofibres or nanowires into elastomers9,10,11. An alternative approach relies on using semiconductors that are intrinsically stretchable, so that they can be fabricated using standard processing methods12. Molecular stretchability can be enhanced when conjugated polymers, containing modified side-chains and segmented backbones, are infused with more flexible molecular building blocks13,14. Here we present a design concept for stretchable semiconducting polymers, which involves introducing chemical moieties to promote dynamic non-covalent crosslinking of the conjugated polymers. These non-covalent crosslinking moieties are able to undergo an energy dissipation mechanism through breakage of bonds when strain is applied, while retaining high charge transport abilities. As a result, our polymer is able to recover its high field-effect mobility performance (more than 1 square centimetre per volt per second) even after a hundred cycles at 100 per cent applied strain. Organic thin-film field-effect transistors fabricated from these materials exhibited mobility as high as 1.3 square centimetres per volt per second and a high on/off current ratio exceeding a million. The field-effect mobility remained as high as 1.12 square centimetres per volt per second at 100 per cent strain along the direction perpendicular to the strain. The field-effect mobility of damaged devices can be almost fully recovered after a solvent and thermal healing treatment. Finally, we successfully fabricated a skin-inspired stretchable organic transistor operating under deformations that might be expected in a wearable device.","Conjugated polymers, Electronic devices",2016-11-16,https://nature.f.33tsg.xyz/articles/nature20102,https://nature.f.33tsg.xyz/articles/nature20102.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Intrinsically stretchable and healable semiconducting polymer for organic transistors.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
468,10.1038/s41596-021-00625-y,"Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis","Anna Chiara Vicini, Gabriele Pupo, Francesco Ibba, Véronique Gouverneur","Nature Protocols","Fluorine is a key element present in ~35% of agrochemicals and 25% of marketed pharmaceutical drugs. The availability of reliable synthetic protocols to prepare catalysts that allow the efficient incorporation of fluorine in organic molecules is therefore essential for broad applicability. Herein, we report a protocol for the multigram synthesis of two representative enantiopure N-alkyl bis-urea organocatalysts derived from (S)-(–)-1,1′-binaphthyl-2,2′-diamine ((S)-BINAM). These tridentate hydrogen bond donors are highly effective phase-transfer catalysts for solubilizing safe and inexpensive metal alkali fluorides (KF and CsF) in organic solvents for enantioselective nucleophilic fluorinations. The first catalyst, characterized by N-isopropyl substitution, was obtained by using a two-step sequence consisting of reductive amination followed by urea coupling from commercially available starting materials (14 g, 48% yield and 5-d total synthesis time). The second catalyst, featuring N-ethyl alkylation and meta-terphenyl substituents, was accessed via a novel, scalable, convergent route that concluded with the coupling between N-ethylated (S)-BINAM and a preformed isocyanate (52 g and 52% overall yield). On this scale, the synthesis requires ~10 d. This can be reduced to 5 d by performing some steps in parallel. Compared to the previous synthetic route, this protocol avoids the final chromatographic purification and produces the desired catalysts in very high purity and improved yield.","Catalyst synthesis, Synthetic chemistry methodology",2021-11-10,https://nature.f.33tsg.xyz/articles/s41596-021-00625-y,https://nature.f.33tsg.xyz/articles/s41596-021-00625-y.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Multigram synthesis of N-alkyl bis-ureas for asymmetric hydrogen bonding phase-transfer catalysis.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
469,10.1038/srep14609,"Flower-like supramolecular self-assembly of phosphonic acid appended naphthalene diimide and melamine","Rajesh S Bhosale, Mohammad Al Kobaisi, Sidhanath V. Bhosale, Suresh Bhargava, Sheshanath V. Bhosale","Scientific Reports","Diverse supramolecular assemblies ranging from nanometres to micrometers of small aromatic π-conjugated functional molecules have attracted enormous research interest in light of their applications in optoelectronics, chemosensors, nanotechnology, biotechnology and biomedicines. Here we study the mechanism of the formation of a flower-shaped supramolecular structure of phosphonic acid appended naphthalene diimide with melamine. The flower-shaped assembly formation was visualised by scanning electron microscope (SEM) and transmission electron microscopy (TEM) imaging, furthermore, XRD and DLS used to determined mode of aggregation. Characteristically, phosphonic acid-substituted at imide position of NDIs possess two important properties resulting in the formation of controlled flower-like nanostructures: (i) the aromatic core of the NDI which is designed to optimize the dispersive interactions (π-π stacking and van der Waals interactions) between the cores within a construct and (ii) phosphonic acid of NDI interact with malamine through molecular recognition i.e. strong hydrogen-bonding (H-bonding). We believe such arrangements prevent crystallization and favour the directional growth of flower-like nanostructure in 3D fashion. These works demonstrate that complex self-assembly can indeed be attained through hierarchical non-covalent interactions of two components. Furthermore, flower-like structures built from molecular recognition by these molecules indicate their potential in other fields if combined with other chemical entities.","Molecular self-assembly, Self-assembly",2015-09-29,https://nature.f.33tsg.xyz/articles/srep14609,https://nature.f.33tsg.xyz/articles/srep14609.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Flower-like supramolecular self-assembly of phosphonic acid appended naphthalene diimide and melamine.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
470,10.1038/s41598-020-77393-4,"Molecular-scale origins of wettability at petroleum–brine–carbonate interfaces","Paul Fenter, Tianzhu Qin, Sang Soo Lee, Mohammed B. AlOtaibi, Subhash Ayirala, Ali A. Yousef","Scientific Reports","Wettability control of carbonates is a central concept for enhanced petroleum recovery, but a mechanistic understanding of the associated molecular-scale chemical processes remains unclear. We directly probe the interface of calcium carbonate (calcite) with natural petroleum oil, synthetic petroleum analogues, and aqueous brines to understand the molecular scale behavior at this interface. The calcite–petroleum interface structure is similar whether or not calcite was previously exposed to an aqueous brine, and is characterized by an adsorbed interfacial layer, significant structural changes within the calcite surface, and increased surface roughness. No evidence for an often-assumed thin-brine wetting layer at the calcite–petroleum interface is observed. These features differ from those observed at the calcite–brine interface, and for parallel measurements using model synthetic petroleum mixtures (consisting of representative components, including dodecane, toluene, and asphaltene). Changes to the interface after petroleum displacement by aqueous brines are also discussed.","Chemistry, Energy science and technology, Environmental sciences, Materials science",2020-11-25,https://nature.f.33tsg.xyz/articles/s41598-020-77393-4,https://nature.f.33tsg.xyz/articles/s41598-020-77393-4.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Molecular-scale origins of wettability at petroleum–brine–carbonate interfaces.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
471,10.1038/s41467-019-12422-z,"Opportunities and challenges in understanding complex functional materials","Andrew L. Goodwin","Nature Communications","Nature Communications
 10, Article number: 4461 (2019) Cite this article","Condensed-matter physics, Materials chemistry, Materials for devices",2019-10-01,https://nature.f.33tsg.xyz/articles/s41467-019-12422-z,https://nature.f.33tsg.xyz/articles/s41467-019-12422-z.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/Opportunities and challenges in understanding complex functional materials.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
472,10.1038/s41598-022-19080-0,"A polymeric nitrogen N\(_6\)–N\(_2\) system with enhanced stability at low pressure","El Mostafa Benchafia, Xianqin Wang, Zafar Iqbal, Sufian Abedrabbo","Scientific Reports","Postulated in 1992 and synthesized in 2004 above 2000 K and 110 GPa, the singly-bonded nitrogen cubic gauche crystal (cg-PN) is still considered to be the ultimate high energy density material (HEDM). The search however has continued for a method to synthesize cg-PN at more ambient conditions or find HEDMs which can be synthesized at lower pressure and temperature. Here, using ab initio evolutionary crystal prediction techniques, a simpler nitrogen-based molecular crystal consisting of N\(_6\) and N\(_2\) molecules is revealed to be a more favorable polynitrogen at lower pressures. The energetic gain of  534 meV/atom over cg-PN and  138 meV/atom over the N\(_8\) molecular crystal at zero pressure makes the N\(_6\)–N\(_2\) system more appealing. Dynamical and mechanical stabilities are investigated at 5 and 0 GPa, and vibrational frequencies are assessed for its Raman and IR spectra. The prospects of an experimental synthesis of the N\(_6\)–N\(_2\) polymeric system compared to cg-PN is higher because the C\(_{2h}\) symmetry of N\(_6\) within this crystal would be easier to target from the readily available N\(_3^-\) azides and the observed N\(_{3}^+\) and N\(_{3}^*\) radicals.","Chemistry, Energy storage, Physics",2022-09-12,https://nature.f.33tsg.xyz/articles/s41598-022-19080-0,https://nature.f.33tsg.xyz/articles/s41598-022-19080-0.pdf,"C:\Users\shiji\Desktop\coding\sci_crawler\t_a_download/A polymeric nitrogen N_(_6_)–N_(_2_) system with enhanced stability at low pressure.pdf",NULL,NULL,"2025-07-11 20:07:41","2025-07-11 20:07:41"
